Term ID,Term name,Hierarchy role,Parent names,Full hierarchy path(s)
693,Accounting and Financial Reporting: Training Material,Root parent,,Accounting and Financial Reporting: Training Material
694,Dispute Settlement - Course Modules,Leaf child,Accounting and Financial Reporting: Training Material,Accounting and Financial Reporting: Training Material > Dispute Settlement - Course Modules
695,Investment Facilitation Compact - Training,Leaf child,Accounting and Financial Reporting: Training Material,Accounting and Financial Reporting: Training Material > Investment Facilitation Compact - Training
696,Trade Negotiations - Training Modules,Leaf child,Accounting and Financial Reporting: Training Material,Accounting and Financial Reporting: Training Material > Trade Negotiations - Training Modules
1777,All News Stories [PARENT DO NOT USE],Root parent,,All News Stories [PARENT DO NOT USE]
1780,Commentaries,Leaf child,All News Stories [PARENT DO NOT USE],All News Stories [PARENT DO NOT USE] > Commentaries
1778,Data stories,Leaf child,All News Stories [PARENT DO NOT USE],All News Stories [PARENT DO NOT USE] > Data stories
1779,Impact stories,Leaf child,All News Stories [PARENT DO NOT USE],All News Stories [PARENT DO NOT USE] > Impact stories
290,Factual Document,Root parent,,Factual Document
1928,WIR: Annex tables,Leaf child,Factual Document,Factual Document > WIR: Annex tables
1927,WIR: Country fact sheets,Leaf child,Factual Document,Factual Document > WIR: Country fact sheets
1929,WIR: Regional fact sheets,Leaf child,Factual Document,Factual Document > WIR: Regional fact sheets
1930,WIR: Regional trends,Leaf child,Factual Document,Factual Document > WIR: Regional trends
306,Meeting [DO NOT USE],Root parent,,Meeting [DO NOT USE]
308,Commission on Science and Technology for Development - Annual Sessions,Leaf child,Meeting [DO NOT USE],Meeting [DO NOT USE] > Commission on Science and Technology for Development - Annual Sessions
310,Commission on Science and Technology for Development - Inter-sessional Panels,Leaf child,Meeting [DO NOT USE],Meeting [DO NOT USE] > Commission on Science and Technology for Development - Inter-sessional Panels
314,Intergovernmental Forum on Mining,Leaf child,Meeting [DO NOT USE],Meeting [DO NOT USE] > Intergovernmental Forum on Mining
313,Joint Advisory Group on the International Trade Centre,Leaf child,Meeting [DO NOT USE],Meeting [DO NOT USE] > Joint Advisory Group on the International Trade Centre
315,Trade and Development Board,Child and parent,Meeting [DO NOT USE],Meeting [DO NOT USE] > Trade and Development Board
318,CI - Trade and Development Commission,Child and parent,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission
319,Commission on Trade and Development,Leaf child,CI - Trade and Development Commission,Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Commission on Trade and Development
1453,Intergovernmental Group of Experts on Competition Law and Policy,Leaf child,CI - Trade and Development Commission,Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Intergovernmental Group of Experts on Competition Law and Policy
1454,Intergovernmental Group of Experts on Consumer Protection Law and Policy,Leaf child,CI - Trade and Development Commission,Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Intergovernmental Group of Experts on Consumer Protection Law and Policy
1455,Multi-year Expert Meeting on Commodities and Development,Leaf child,CI - Trade and Development Commission,Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Multi-year Expert Meeting on Commodities and Development
1456,Multi-year Expert Meeting on Enhancing the Enabling Economic Environment,Leaf child,CI - Trade and Development Commission,Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Multi-year Expert Meeting on Enhancing the Enabling Economic Environment
1457,"Multi-year Expert Meeting on Trade, Services and Development",Leaf child,CI - Trade and Development Commission,"Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Multi-year Expert Meeting on Trade, Services and Development"
1458,"Multi-Year Expert Meeting on Transport, Trade Logistics and Trade Facilitation",Leaf child,CI - Trade and Development Commission,"Meeting [DO NOT USE] > Trade and Development Board > CI - Trade and Development Commission > Multi-Year Expert Meeting on Transport, Trade Logistics and Trade Facilitation"
321,CII - Investment Commission,Child and parent,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission
322,"Commission on Investment, Enterprise and Development",Leaf child,CII - Investment Commission,"Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission > Commission on Investment, Enterprise and Development"
1459,Intergovernmental Group of Experts on International Standards of Accounting and Reporting,Leaf child,CII - Investment Commission,Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission > Intergovernmental Group of Experts on International Standards of Accounting and Reporting
1461,Multi-year Expert Meeting on Economic Integration and Cooperation (2009-2016),Leaf child,CII - Investment Commission,Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission > Multi-year Expert Meeting on Economic Integration and Cooperation (2009-2016)
1462,Multi-year Expert Meeting on Investment for Development (2009-2012),Leaf child,CII - Investment Commission,Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission > Multi-year Expert Meeting on Investment for Development (2009-2012)
1463,"Multi-year Expert Meeting on Investment, Innovation and Entrepreneurship",Leaf child,CII - Investment Commission,"Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission > Multi-year Expert Meeting on Investment, Innovation and Entrepreneurship"
1460,"Multi-year Expert Meeting on Science, Technology and Innovation (2009-2012)",Leaf child,CII - Investment Commission,"Meeting [DO NOT USE] > Trade and Development Board > CII - Investment Commission > Multi-year Expert Meeting on Science, Technology and Innovation (2009-2012)"
324,COM1 - Commission on Trade,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM1 - Commission on Trade
325,COM1 - Commission on Trade - Annual Session,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM1 - Commission on Trade - Annual Session
326,COM1 - Commission on Trade - Expert Meeting,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM1 - Commission on Trade - Expert Meeting
327,COM2 - Commission on Investment,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM2 - Commission on Investment
328,COM2 - Commission on Investment - Annual Session,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM2 - Commission on Investment - Annual Session
329,COM2 - Commission on Investment - Expert Meeting,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM2 - Commission on Investment - Expert Meeting
330,COM3 - Commission on Enterprise,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM3 - Commission on Enterprise
331,COM3 - Commission on Enterprise - Annual Session,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM3 - Commission on Enterprise - Annual Session
332,COM3 - Commission on Enterprise - Expert Meeting,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > COM3 - Commission on Enterprise - Expert Meeting
316,Expert Meeting,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Expert Meeting
335,Intergovernmental Group of Experts on E-commerce and the Digital Economy,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Intergovernmental Group of Experts on E-commerce and the Digital Economy
336,Intergovernmental Group of Experts on Financing for Development,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Intergovernmental Group of Experts on Financing for Development
337,Meeting of Governmental Experts from Land-locked and Transit Developing Countries,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Meeting of Governmental Experts from Land-locked and Transit Developing Countries
339,Standing Committee on Commodities,Child and parent,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Standing Committee on Commodities
1464,Bauxite,Leaf child,Standing Committee on Commodities,Meeting [DO NOT USE] > Trade and Development Board > Standing Committee on Commodities > Bauxite
1465,Iron ore,Leaf child,Standing Committee on Commodities,Meeting [DO NOT USE] > Trade and Development Board > Standing Committee on Commodities > Iron ore
1466,Tungsten,Leaf child,Standing Committee on Commodities,Meeting [DO NOT USE] > Trade and Development Board > Standing Committee on Commodities > Tungsten
317,Trade and Development Board - Annual Session,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Trade and Development Board - Annual Session
333,Trade and Development Board - Executive Session,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Trade and Development Board - Executive Session
338,Trade and Development Board - Special Session,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Trade and Development Board - Special Session
340,Working Group on Measuring E-commerce and the Digital Economy,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Working Group on Measuring E-commerce and the Digital Economy
341,Working Party on the Programme Plan and Programme Performance,Leaf child,Trade and Development Board,Meeting [DO NOT USE] > Trade and Development Board > Working Party on the Programme Plan and Programme Performance
1848,UN Ocean Forum on trade-related aspects of SDG 14,Leaf child,Meeting [DO NOT USE],Meeting [DO NOT USE] > UN Ocean Forum on trade-related aspects of SDG 14
342,UNCTAD Quadrennial Conference,Child and parent,Meeting [DO NOT USE],Meeting [DO NOT USE] > UNCTAD Quadrennial Conference
343,Africa Oil and Gas,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > Africa Oil and Gas
344,Cotton,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > Cotton
347,Global Commodities Forum,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > Global Commodities Forum
348,Global Services Forum,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > Global Services Forum
345,International Debt Management Conference,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > International Debt Management Conference
349,Public Symposium,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > Public Symposium
346,UNCTAD eWeek,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > UNCTAD eWeek
351,World Investment Forum,Leaf child,UNCTAD Quadrennial Conference,Meeting [DO NOT USE] > UNCTAD Quadrennial Conference > World Investment Forum
352,United Nations Conferences [PARENT DO NOT USE],Child and parent,Meeting [DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE]
353,UN Cocoa Conference,Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN Cocoa Conference
354,UN Conference for the Review of the Set (UN SET),Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN Conference for the Review of the Set (UN SET)
355,UN Conference on Jute,Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN Conference on Jute
356,UN Conference on LDCs,Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN Conference on LDCs
357,UN Conference on Olive Oil,Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN Conference on Olive Oil
358,UN Conference on Timber,Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN Conference on Timber
359,UN/IMO Conference on Arrest of Ships,Leaf child,United Nations Conferences [PARENT DO NOT USE],Meeting [DO NOT USE] > United Nations Conferences [PARENT DO NOT USE] > UN/IMO Conference on Arrest of Ships
376,Publication [PARENT TERM - DO NOT USE],Root parent,,Publication [PARENT TERM - DO NOT USE]
398,Newsletter [PARENT TERM - DO NOT USE],Child and parent,Publication [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE]
406,Accounting and Financial Reporting: ISAR Update,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > Accounting and Financial Reporting: ISAR Update
1533,ASYCUDA Yearbook,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > ASYCUDA Yearbook
399,Creative Economy Newsletter,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > Creative Economy Newsletter
401,DMFAS Newsletter,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > DMFAS Newsletter
402,Empretec Newsletter,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > Empretec Newsletter
403,GSP - Newsletter,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > GSP - Newsletter
407,Transport Newsletter,Leaf child,Newsletter [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Newsletter [PARENT TERM - DO NOT USE] > Transport Newsletter
409,Non-Series [PARENT TERM - DO NOT USE],Child and parent,Publication [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE]
493,About UNCTAD,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > About UNCTAD
378,Accounting and Financial Reporting:  Case studies,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Accounting and Financial Reporting:  Case studies
483,Accounting and Financial Reporting: Guidance materials,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Accounting and Financial Reporting: Guidance materials
411,African Continental Free Trade Area,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > African Continental Free Trade Area
415,Aid for eTrade: Member States,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Aid for eTrade: Member States
418,Aid for eTrade: Private Sector and Civil Society,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Aid for eTrade: Private Sector and Civil Society
428,ASYCUDA Studies and Reports,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > ASYCUDA Studies and Reports
291,Bilateral Investment Treaties,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Bilateral Investment Treaties
1516,Biodiversity and BioTrade,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Biodiversity and BioTrade
430,Commodities and Development,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities and Development
431,Commodities Finance,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities Finance
432,"Commodities Minerals, Oil and Energy",Leaf child,Non-Series [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities Minerals, Oil and Energy"
433,Commodities: Agriculture,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: Agriculture
434,"Commodities: Energy, Oil and Gas",Leaf child,Non-Series [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: Energy, Oil and Gas"
435,Commodities: Finance,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: Finance
436,Commodities: Food Security,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: Food Security
437,Commodities: InfoComm Product Profiles,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: InfoComm Product Profiles
438,"Commodities: Mining, Minerals and Metals",Leaf child,Non-Series [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: Mining, Minerals and Metals"
439,Commodities: Risk Management,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Commodities: Risk Management
440,Competition and Capacity Building,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition and Capacity Building
441,Competition and Economic Development,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition and Economic Development
442,Competition and Intellectual Property Rights,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition and Intellectual Property Rights
443,Competition and International Cooperation,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition and International Cooperation
444,Competition and Restrictive Practices,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition and Restrictive Practices
446,Competition and UN Guidelines on Consumer Protection,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition and UN Guidelines on Consumer Protection
447,Competition Authorities Directory,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition Authorities Directory
448,Competition Authority Practices and Effectiveness,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition Authority Practices and Effectiveness
449,Competition Cases (Reports),Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition Cases (Reports)
450,Competition in Selected Sectors,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition in Selected Sectors
451,Competition Law and Policy and Consumer Protection,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition Law and Policy and Consumer Protection
452,Competition Legislation - National,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition Legislation - National
453,"Competition Policy, Legislation and Mechanisms",Leaf child,Non-Series [PARENT TERM - DO NOT USE],"Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Competition Policy, Legislation and Mechanisms"
454,Creative Economy and Industries,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Creative Economy and Industries
474,Debt and Debt Sustainability,Leaf child,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Debt and Debt Sustainability
456,Debt and Development Finance,Child and parent,Non-Series [PARENT TERM - DO NOT USE],Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Debt and Development Finance
1499,Debt Management and Financial Analysis System,Leaf child,Debt and Development Finance,Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Debt and Development Finance > Debt Management and Financial Analysis System
1500,Responsible Lending and Borrowing,Leaf child,Debt and Development Finance,Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Debt and Development Finance > Responsible Lending and Borrowing
1501,Sovereign Debt,Leaf child,Debt and Development Finance,Publication [PARENT TERM - DO NOT USE] > Non-Series [PARENT TERM - DO NOT USE] > Debt and Development Finance > Sovereign Debt
